name_road;name_ward;type_ward;name_district;type_district;name_province;type_province;;;;
hẻm 64 đường tập doàn 6b;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 64-cl;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 64/1 lê quang định;Phường 14;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 64/10 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/13 nguyên hồng;Phường 1;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 64/18-20 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/2 đường tập doàn 6b;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 64/20b phạm hùng;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 64/22 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/24 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/44 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/44/14 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/54 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/56 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/56/1 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/56/1/19 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 64/6 đường tập doàn 6b;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 64/8 hòa bình;Phường 5;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 640 hồng bàng;Phường 16;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 640 phan văn trị;Phường 10;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 640 phạm thế hiển;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 640/1 hồng bàng;Phường 16;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 640/9 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 641 nguyễn văn tạo;Hiệp Phước;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 641 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 641/1 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 641/2 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 641/3 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 641/8 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 643 xô viết nghệ tĩnh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 643/41 xô viết nghệ tĩnh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 643/41p xô viết nghệ tĩnh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 643/50 xô viết nghệ tĩnh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 643/59 xô viết nghệ tĩnh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 644 luỹ bán bích;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 645 ðiện biên phủ;Phường 1;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 645 đường lê văn việt;Tân Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 645/2 lạc long quân;Phường 9;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 646 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 647;Trường Thạnh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 647;Hiệp Bình Phước;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 647 lạc long quân;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 647 thống nhất;Phường 13;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 647 tùng thiện vương;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 647/13 thống nhất;Phường 13;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 648;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 648 cách mạng tháng tám;Phường 11;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 649/109 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/20 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/27 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/27/10 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/28 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/36 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/46 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/57 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/58 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 649/87 điện biên phủ;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 64a đặng nguyên cẩn;Phường 14;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 65;Tân Thới Nhất;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
hẻm 65;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 65;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 65 bành văn trân;Phường 7;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 65 bùi huy bích;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65 cao xuân dục;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65 dương tăng nhơn phú;Phước Long B;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 65 dủổng sổ 265;Hiệp Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 65 giải phóng;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 65 huỳnh thiện lộc;Hoà Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 65 huỳnh văn bánh;Phường 17;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 65 huỳnh văn nghệ;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65 hồ văn huê;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 65 liên khu 8-9;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 lê lai;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65 lý thường kiệt;Phường 7;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 65 nguyễn minh hoàng;Phường 12;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 65 nguyễn đình chiểu;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 65 nguyễn đỗ cung;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 65 phan sào nam;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 65 phú thọ;Phường 1;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 65 thạch lam;Hiệp Tân;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 65 trần văn dư;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 65 trần ðình xu;Cầu kho;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 65 tân kỳ tân quý;Tân Sơn Nhì;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 65 xóm đất;Phường 8;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường cây cám;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường hồ bá phấn;Phước Long A;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 65 đường số 12;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 18;Phường 8;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 18d;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 2;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 27;Phường 6;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 4;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 4;Phường 4;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65 đường số 7;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/11 đường số 2;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/14 cao xuân dục;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65/14 nguyễn đình chiểu;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 65/16 đường số 2;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/18 đường số 5;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65/2 đường số 7;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/22 nguyễn đình chiểu;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 65/22 đường số 5;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 65/3 đường số 2;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/34 cao xuân dục;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65/4 đường số 2;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65/6 nguyễn đình chiểu;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 650 hương lộ 2;Bình Trị Đông A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 650 nguyễn kiệm;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 650 điện biên phủ;Phường 11;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 650/1-3 nguyễn kiệm;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 650/15 hương lộ 2;Bình Trị Đông A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 650/19 hương lộ 2;Bình Trị Đông A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 650/27 hương lộ 2;Bình Trị Đông A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 650/4 điện biên phủ;Phường 11;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 651 nguyễn kiệm;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 652 cộng hòa;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 653 phạm thế hiển;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 653 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 653/22 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 653/42 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 654 lê đức thọ;Phường 15;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 654 lạc long quân;Phường 9;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 654 phạm thế hiển;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 655 lê hồng phong;Phường 10;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 655 lê trọng tấn;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 656 cách mạng tháng tám 5m;Phường 11;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 656 hồng bàng;Phường 16;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 656 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/29 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/30 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/36 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/46 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/65 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/68 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/68/80 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/74 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/74/100 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/74/32 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/74/76 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/74/98 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/77 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/88 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 656/9 quang trung;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 657 ba đình;Phường 9;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 657/13 ba đình;Phường 9;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 658 phạm văn chí;Phường 8;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 658 phạm văn chí;Phường 7;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 659 lê đức thọ;Phường 15;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 65b mai văn vĩnh;Tân Quy;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 65d hoài thanh;Phường 14;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65d1 hoài thanh;Phường 14;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 65mai văn vĩnh;Tân Quy;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 66;Linh Xuân;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66;Phước Long B;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66;Bình Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66 bà hạt;Phường 9;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 66 bùi đình túy;Phường 12;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66 bờ tuyến;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 66 chiến thắng;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66 cửu long;Phường 2;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 hai bà trưng;Phường 8;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 66 huỳnh thúc kháng;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 66 huỳnh văn nghệ;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 hùng vương;Phường 1;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 66 lãnh binh thăng;Phường 13;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 66 lê cảnh tuân;Phú Thọ Hòa;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 66 lê đại hành;Phường 7;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 66 mã lò;Bình Trị Đông A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 66 nam hòa;Phước Long A;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66 nghĩa hưng;Phường 6;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 nguyễn lâm;Phường 6;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 66 ngô tất tố;Phường 19;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66 nhật tảo;Phường 4;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 66 phan huy ích;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 phan sào nam;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 phạm ngọc thạch;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 66 trần văn cẩn;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 66 trần văn kỷ;Phường 14;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 trần đại nghĩa;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 66 tái thiết;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66 tôn thất thuyết;Phường 16;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
hẻm 66 tùng thiện vương;Phường 11;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 66 võ văn hát;Long Trường;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 66 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66 ðường số 3;Phường 4;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 16a;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 21;Phường 8;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 30;Phường 6;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 4;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 45;Phường 14;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đường số 7;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đặng nguyên cẩn;Phường 14;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 66 đỗ công tường;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 66/107 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/12 phan huy ích;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/12 đường số 45;Phường 14;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 66/137 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/143 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/15 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66/159 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/2 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/34 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/15 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/22 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/30 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/31a trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/32 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/19/8/38 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/2 phan huy ích;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/22 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/22/29 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/22/3 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/26 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/31 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66/31/1 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66/31/5 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66/37 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/40 nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 66/50 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/6 bùi đình túy;Phường 12;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/7 huỳnh văn nghệ;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/7 tái thiết;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/8 tái thiết;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 66/86 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 66/89 xô viết nghệ tĩnh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 660 phạm thế hiển;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 660 điện biên phủ;Phường 11;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 660/7 phạm thế hiển;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
